"beta0","runtime","actor_name_score","studio_score","crew_member_score","season_autumn","season_spring","season_summer"
-2.01558,0.293622,0.421918,0.152692,0.604503,0.136322,0.252809,0.298087
-1.98224,0.266797,0.533724,0.0722007,0.514202,0.0972717,0.138498,0.038367
-1.96432,0.354098,0.495996,0.115316,0.541354,0.257076,0.21125,0.163468
-2.0209,0.319489,0.443925,0.121509,0.538265,0.156135,0.208915,0.210327
-2.06126,0.388613,0.441575,0.0221246,0.55318,0.0202462,0.180282,0.102664
-1.94125,0.233296,0.527091,0.0352303,0.580597,0.103511,0.246223,0.100177
-2.03796,0.377581,0.505561,0.154006,0.575969,0.211031,0.225878,-0.00594447
-2.0097,0.302994,0.550644,0.144373,0.577946,0.148161,0.108912,-0.0559736
-1.88217,0.272318,0.421623,0.136268,0.518709,0.178029,0.208502,0.0323718
-1.97776,0.375769,0.567781,0.105681,0.591056,0.187254,0.173418,0.137961
-2.09159,0.465771,0.334838,0.299282,0.523601,0.128476,0.162075,0.0526135
-1.90396,0.212713,0.423671,0.255813,0.553861,-0.0199688,0.209783,0.21092
-2.12597,0.415965,0.377894,0.268227,0.449388,0.0120789,0.110631,0.0649894
-2.04235,0.413787,0.371492,0.118824,0.492165,0.128022,0.256126,0.163709
-1.98707,0.259294,0.462357,0.236744,0.610666,0.185933,0.25026,0.100766
-2.011,0.416521,0.321135,0.213644,0.452441,0.0509155,0.221105,0.0758604
-2.08406,0.31141,0.422746,0.183883,0.513315,-0.0586209,0.236512,0.192247
-2.04322,0.255802,0.472168,0.124328,0.699586,0.19248,0.304208,0.144273
-2.00204,0.267793,0.559656,-0.0312319,0.584976,0.0385205,0.0363964,0.146983
-2.01314,0.165061,0.507689,0.273819,0.57734,0.361077,0.250094,0.231047
-2.08654,0.368265,0.472583,0.180827,0.610168,0.355487,0.248029,0.219064
-2.08031,0.376743,0.469552,0.110296,0.627627,0.156364,0.239755,0.278844
-2.08728,0.314205,0.548498,0.128534,0.571769,0.0831621,0.18836,-0.00713962
-2.11325,0.189904,0.444413,0.173986,0.556931,0.144019,0.0918958,0.147449
-2.04488,0.104898,0.743835,0.125968,0.738563,0.0331467,0.0440794,-0.0252324
-2.13804,0.251357,0.671895,0.274387,0.44821,0.099515,0.0711697,0.153061
-2.09501,0.205359,0.565365,0.210343,0.454157,0.140131,-0.0594972,-0.156498
-1.9192,0.349736,0.486878,0.101881,0.396042,0.165998,0.212957,0.0547358
-1.9752,0.235433,0.541777,0.212347,0.52593,0.154336,0.130022,0.00265146
-2.01725,0.221941,0.518074,0.115891,0.55208,-0.0811355,0.149127,0.111935
-2.08281,0.237323,0.614431,0.150171,0.615806,0.106365,0.125236,0.00146796
-2.06344,0.348455,0.493458,0.0787093,0.53411,0.0439749,0.256266,0.145494
-1.86334,0.29474,0.535135,0.169178,0.455607,0.362116,0.219061,0.159496
-2.0701,0.215242,0.42557,0.17102,0.580008,0.247004,0.235913,0.211997
-2.04908,0.342314,0.41027,0.290684,0.487055,0.130958,0.193994,0.194942
-1.94166,0.214364,0.545856,0.0916498,0.501887,0.123172,0.0950949,0.00596572
-1.93433,0.252619,0.409207,0.0295533,0.527171,0.184121,0.104906,0.246515
-2.03213,0.312391,0.338526,0.173777,0.708333,0.164027,0.216041,0.156027
-1.94213,0.204642,0.410473,0.171023,0.589918,0.0145867,0.0658205,0.00251367
-2.0775,0.115049,0.603116,0.120703,0.581955,0.0399705,0.0158698,-0.126114
-2.13169,0.310767,0.473004,0.156455,0.43893,0.164087,0.0964212,-0.00782406
-2.12313,0.35223,0.510996,0.0249162,0.551299,0.0780943,0.10232,0.0837116
-2.16089,0.29713,0.470007,0.239768,0.59053,0.170869,0.220228,0.149674
-2.0985,0.185629,0.434459,0.320983,0.481748,0.179065,0.118868,0.158605
-2.02253,0.217349,0.640612,-0.0418011,0.534705,0.122574,0.0842488,-0.0159779
-2.11238,0.38085,0.546685,-0.0818316,0.566548,0.169302,0.11622,0.150306
-1.83024,0.215694,0.53122,0.195729,0.535256,0.0202821,0.0889242,0.0680683
-1.93999,0.307335,0.472806,0.177369,0.56994,0.169282,0.155648,0.205837
-1.98602,0.334441,0.423496,0.137722,0.558524,0.290434,0.24362,0.310518
-1.99503,0.350337,0.487709,0.205494,0.509852,0.179365,0.192413,0.311608
-2.01728,0.235919,0.48663,0.258384,0.416638,0.0296294,0.181789,0.111369
-1.99908,0.217831,0.565686,0.145504,0.404654,0.113746,0.147779,-0.0931062
-2.00128,0.269679,0.331296,0.29481,0.390415,0.164304,0.0690555,0.0871877
-2.07352,0.194278,0.425812,0.161243,0.581759,-0.00282859,0.153286,0.185183
-1.94201,0.279178,0.390333,0.166868,0.6611,0.0121294,0.137831,0.177316
-1.92598,0.176642,0.544117,0.265362,0.543737,-0.0042094,0.0423759,-0.00220629
-1.9434,0.212752,0.435496,0.113146,0.691607,0.10629,0.169951,0.0734792
-2.10756,0.197198,0.624972,0.238143,0.650604,0.170552,0.197291,0.165127
-2.06149,0.33914,0.532771,0.0729945,0.44189,0.178859,0.264321,0.207667
-2.0122,0.367807,0.570662,0.273559,0.446904,0.210992,0.281704,0.270931
-1.94175,0.295832,0.647706,0.0681498,0.332074,0.0294827,0.0852824,0.129806
-1.97611,0.479277,0.462907,0.0651577,0.457225,-0.0248919,-0.0215494,0.0526583
-2.02193,0.337308,0.359512,0.113699,0.507979,0.142266,0.194308,0.0304492
-2.17455,0.339093,0.343561,0.0510451,0.744307,0.200712,0.213671,0.148051
-1.9383,0.371815,0.231021,0.0647646,0.702114,0.102258,0.155207,0.162403
-1.98951,0.196556,0.424347,0.186664,0.472115,0.00865829,0.198131,-0.00529944
-2.0588,0.230074,0.474723,0.161957,0.498061,-0.025948,0.155989,-0.0373937
-2.00937,0.193047,0.616398,0.0515053,0.587232,0.14768,0.211522,0.0840705
-1.99739,0.222981,0.330425,0.236421,0.678935,0.11005,0.266869,0.144171
-2.02958,0.255229,0.475874,0.0885537,0.584528,0.330207,0.147442,0.1037
-2.10179,0.276344,0.499629,0.157571,0.582164,0.255927,0.237649,0.0442139
-2.02989,0.242316,0.516887,0.108931,0.679775,0.0856713,0.120826,0.0966899
-1.91558,0.202291,0.581696,-0.0417929,0.628777,-0.0947659,0.149361,-0.0142598
-1.99284,0.200865,0.517804,0.220451,0.623577,0.241872,0.100804,0.111719
-1.94787,0.222533,0.506009,0.104934,0.638429,0.116174,0.135649,0.0569911
-2.25317,0.240795,0.521435,0.0870087,0.650943,0.225692,0.201392,0.0362426
-2.22781,0.347531,0.511648,0.267816,0.495614,0.205107,0.270104,0.249478
-2.01213,0.311514,0.396437,0.251674,0.639737,0.19722,0.17161,0.150508
-2.01801,0.28679,0.418719,0.169971,0.589957,0.213858,0.155478,-0.020756
-2.14038,0.428557,0.51311,0.162729,0.480998,0.129583,0.174365,0.170401
-1.98273,0.170399,0.560234,0.0530822,0.773729,0.0873506,0.0891506,0.150897
-2.06817,0.205494,0.596735,0.0915613,0.547745,0.230795,0.144914,0.0987266
-2.08584,0.243745,0.377004,0.218846,0.572932,0.178366,0.0693381,0.202378
-2.02049,0.230544,0.455225,0.103996,0.60352,0.107473,0.0978822,-0.033688
-1.99262,0.33252,0.433258,0.0306801,0.593085,0.166481,0.21437,0.17992
-2.09736,0.312747,0.421107,0.0969707,0.62753,0.21882,0.14696,0.128762
-1.9053,0.240383,0.414121,0.128684,0.627839,0.22004,0.158206,0.195721
-2.10387,0.325282,0.449557,0.158403,0.575793,0.272685,0.175779,0.230943
-2.15183,0.257701,0.32803,0.155721,0.62936,0.11465,0.159793,0.0732952
-2.1166,0.38349,0.604373,0.0842699,0.496145,0.0517929,0.0653656,0.131469
-1.93991,0.18773,0.519152,0.0709206,0.596334,0.0836231,0.0775876,-0.0994032
-1.955,0.100496,0.493975,0.345019,0.450208,0.193881,0.0804303,0.0747675
-2.01233,0.181785,0.511906,0.199085,0.47788,0.237501,0.317821,0.147376
-2.0404,0.31905,0.463039,0.185777,0.5655,0.237179,0.180936,0.22799
-1.99515,0.37037,0.520765,0.11853,0.477648,0.257647,0.146348,0.24536
-1.8461,0.242797,0.496245,0.10841,0.487103,-0.00294366,0.0153074,0.136152
-1.92377,0.274919,0.533215,0.217434,0.574635,0.307131,0.185829,0.148391
-2.09697,0.0931304,0.588379,0.130761,0.592009,0.00502742,0.103405,0.273101
-2.18476,0.0493151,0.614833,0.116367,0.783015,0.119587,0.0813226,0.195483
-2.2464,0.389578,0.361059,0.0727984,0.72207,0.200558,0.232088,0.0872975
-1.99509,0.338595,0.428155,-0.0752203,0.647614,0.0673114,-0.031597,0.0154173
-2.05479,0.22773,0.411057,0.17099,0.565659,0.109072,0.0382403,-0.0471308
-2.03171,0.281803,0.481734,0.095603,0.50145,0.0952959,0.150723,0.0881115
-2.08327,0.212146,0.45804,0.0802956,0.566725,0.142131,0.216577,0.114038
-2.21063,0.274741,0.451715,0.0902602,0.622433,0.230736,0.226138,0.283535
-2.14129,0.310415,0.544645,0.192269,0.578747,0.242249,0.212431,0.228864
-1.90738,0.492887,0.316303,0.136048,0.442781,0.248486,0.244467,0.0997024
-1.90122,0.381896,0.329788,0.0877132,0.44104,0.232307,0.247285,0.262001
-2.08437,0.334491,0.344092,0.0776044,0.698086,0.220114,0.154228,0.173451
-2.04678,0.343449,0.639895,0.127989,0.391226,0.160901,0.224845,0.199595
-1.9149,0.34173,0.529495,0.155731,0.543116,0.181602,0.0933075,0.063944
-2.04591,0.317709,0.385919,0.258485,0.625429,0.142746,0.19993,0.0727438
-2.18309,0.301407,0.352582,0.100963,0.674998,0.0918623,0.171556,0.245047
-1.95271,0.265749,0.622948,-0.00317625,0.486362,0.163184,0.22446,0.120556
-1.98948,0.375353,0.420174,0.2174,0.533144,0.177012,0.135787,0.18167
-1.92809,0.312901,0.488471,0.0794067,0.504552,-0.00612099,0.11783,0.134302
-2.06026,0.339651,0.532565,0.122135,0.453032,0.187497,0.0405593,0.0773954
-1.89554,0.415242,0.506212,0.0929928,0.388426,0.204412,0.220494,0.0439444
-2.26147,0.31943,0.664757,0.0600157,0.5596,-0.0714867,0.02229,-0.0828804
-2.15302,0.110485,0.752574,0.122984,0.529146,0.0222031,0.0303,0.00304445
-2.0212,0.254796,0.622027,0.147505,0.532098,0.135716,0.179469,0.0745486
-1.92003,0.232617,0.444329,0.232469,0.57493,0.132992,0.348274,0.181481
-2.06714,0.316388,0.428417,0.171133,0.483991,0.172629,0.330079,0.201367
-1.85147,0.270172,0.474575,0.112035,0.410234,0.173466,0.294803,0.0911559
-2.03074,0.374248,0.55276,0.242369,0.373043,0.0824616,0.219801,0.196745
-2.07182,0.417037,0.431557,0.225551,0.481716,0.0899275,0.192294,0.141872
-2.05377,0.36398,0.518042,0.121743,0.547762,0.250595,0.392774,0.210611
-2.17815,0.255559,0.502069,0.0697375,0.631878,0.0743982,0.224571,0.158422
-2.16503,0.254204,0.481952,0.26002,0.669398,0.155029,0.115098,0.0675115
-1.97611,0.419212,0.504632,0.178099,0.507805,0.0314966,-0.107319,-0.0682115
-2.13879,0.124628,0.477277,0.201998,0.646863,0.0982164,0.115403,0.0949747
-2.10594,0.203558,0.495466,0.280783,0.533679,0.124017,0.0595139,0.0316631
-1.92888,0.245578,0.585034,0.111179,0.404511,0.125388,0.210674,0.0518117
-2.26565,0.241229,0.636216,0.162577,0.603063,0.194939,0.264795,0.0330362
-2.09252,0.281802,0.590718,0.0117095,0.510055,0.0676347,0.0851378,0.0316134
-2.08188,0.249542,0.498704,0.199167,0.60215,0.0266038,0.102229,0.122029
-2.01672,0.180997,0.41644,0.0593001,0.762679,0.213347,0.141202,0.0370477
-2.00986,0.105155,0.613577,0.0871424,0.63896,0.051208,0.0988004,0.199061
-1.98317,0.348762,0.570388,0.0812703,0.507136,0.160427,0.127466,0.0947286
-2.00635,0.273356,0.55913,0.134512,0.419619,0.121497,0.166202,0.173491
-2.07284,0.268181,0.474823,0.0795632,0.670978,0.144755,0.140796,-0.0561564
-1.99862,0.270751,0.512133,0.13272,0.647802,-0.0276607,0.117141,0.0531837
-2.03689,0.365116,0.306635,0.18716,0.519075,0.108942,0.122154,0.134776
-2.0731,0.380779,0.470374,0.154781,0.600184,0.101845,0.113422,0.0322426
-1.99307,0.139927,0.428942,0.308101,0.650737,0.141146,0.0383025,0.113747
-2.1488,0.268885,0.485017,0.300889,0.752263,0.269996,0.126254,0.19692
-2.12424,0.360955,0.444722,0.189376,0.571047,0.0910606,0.0918451,0.205519
-2.161,0.385146,0.567604,0.16537,0.620431,0.293307,0.173204,-0.034681
-1.98454,0.222479,0.537289,0.130704,0.587588,0.209734,0.266568,0.139364
-2.09699,0.26112,0.583131,-0.0261928,0.655891,0.153602,0.184258,0.0131043
-1.95146,0.329662,0.459705,0.157138,0.575774,0.270404,0.193979,-0.00961711
-1.83115,0.184169,0.336202,0.167063,0.650253,0.0924014,0.0137637,0.251467
-1.72482,0.314203,0.431825,0.213477,0.460235,0.12106,0.204979,0.113235
-2.01745,0.342081,0.431921,0.170071,0.496196,0.197083,0.174615,0.16646
-2.03356,0.295521,0.416339,0.164093,0.6095,0.267864,0.212999,0.138884
-2.14475,0.235875,0.647445,0.166658,0.460779,0.072369,0.187256,0.0670223
-2.02423,0.190177,0.470587,-0.010573,0.738252,0.122168,0.0584017,0.120957
-2.11363,0.318669,0.449397,0.106135,0.628932,0.115751,0.298482,0.272331
-2.05728,0.342587,0.50409,0.158255,0.662088,0.263414,0.269533,0.179902
-2.22616,0.392719,0.474148,0.242357,0.522123,0.180503,0.0404687,0.0459335
-1.93411,0.301111,0.689168,0.159665,0.357385,0.0825407,0.171939,-0.00849715
-1.99127,0.188135,0.434052,0.176391,0.4613,0.104643,0.156151,0.124247
-2.06776,0.189433,0.395471,0.11976,0.67254,0.190203,0.194753,0.129417
-2.17308,0.290292,0.474484,0.201579,0.666898,0.200559,0.119026,0.060667
-2.0543,0.366904,0.577295,0.268953,0.469422,0.105229,0.129228,0.0816976
-2.17069,0.382781,0.579038,0.335957,0.548926,0.286707,0.320813,0.0662959
-2.16122,0.260324,0.478043,0.329738,0.506783,0.173918,0.184263,0.243045
-2.11989,0.199059,0.64057,0.167171,0.534365,0.253389,0.0230746,-0.0669317
-2.172,0.29711,0.593361,0.122154,0.568813,0.206749,0.224576,0.155319
-2.0808,0.201014,0.546605,0.165809,0.617678,0.139182,0.073236,0.137159
-1.93139,0.222457,0.418122,0.284833,0.647127,0.0110667,0.154914,0.0826381
-1.84582,0.245757,0.631646,0.0594882,0.545633,0.0829061,0.125408,0.0422868
-1.86394,0.146711,0.512468,0.0515928,0.535012,0.11629,0.189963,0.0180288
-1.89055,0.144827,0.462575,0.0742918,0.547229,0.0718631,0.24559,0.115716
-2.12068,0.271325,0.552056,0.103915,0.63016,0.15323,0.0404322,-0.0892324
-2.03144,0.232106,0.588974,0.142257,0.459253,0.0206843,0.0556971,0.0565013
-1.97102,0.220938,0.563488,0.261907,0.387568,0.11648,0.218316,-0.0204416
-2.04742,0.37208,0.555051,0.217275,0.424748,0.227278,0.210029,0.100951
-1.87579,0.40483,0.376258,0.137878,0.571161,0.156689,0.0367135,0.0168516
-2.1258,0.313564,0.429537,0.0680693,0.681204,0.0817196,0.0249182,-0.0262896
-1.98885,0.315186,0.560104,0.122985,0.464689,0.164423,0.285551,0.115641
-2.10846,0.231472,0.659835,0.0803378,0.485413,0.0524857,0.0425259,0.123418
-2.02074,0.273577,0.539291,0.188683,0.585084,0.115931,0.19404,-0.10728
-2.20162,0.3941,0.529435,0.160144,0.526358,0.112622,-0.156795,0.223612
-2.15933,0.428568,0.384974,0.136345,0.656881,0.0829653,0.0808921,-0.0716318
-1.87307,0.343938,0.398597,0.212786,0.647307,0.0500617,0.0336571,-0.132583
-1.96625,0.308024,0.433746,0.185767,0.375732,0.132528,0.127808,0.0995581
-1.96218,0.227727,0.535624,-0.0920764,0.61335,0.17551,0.193469,0.0761485
-2.05021,0.338779,0.575151,-0.0902332,0.648251,0.0799791,0.143545,0.168738
-2.04845,0.389834,0.569672,0.292289,0.54266,0.189028,0.139177,0.19688
-1.89484,0.181322,0.564419,0.0510031,0.506485,0.0464781,0.253326,0.114829
-2.02966,0.130477,0.51256,0.0915568,0.561245,0.072687,0.0557802,0.0821188
-2.11762,0.177823,0.547878,0.33822,0.623454,0.202805,0.0965646,0.0400569
-2.09113,0.278862,0.482292,0.227505,0.577647,0.193303,0.244772,0.0953442
-2.14077,0.23783,0.58334,0.268518,0.50653,0.18855,0.188339,0.161674
-2.09696,0.399765,0.584014,0.102911,0.475633,0.0559909,0.0134576,0.0161095
-2.0034,0.321466,0.719016,-0.0259874,0.422978,-0.00147118,0.0427951,-0.0284617
-2.07868,0.221167,0.646176,0.071377,0.510538,0.15479,0.0781958,0.0533546
-1.97929,0.306853,0.452687,0.141966,0.681453,0.293853,0.149043,0.039775
-2.03783,0.321648,0.496225,0.0380101,0.595104,0.167679,0.0749742,-0.000710167
-2.10089,0.335662,0.561303,0.211152,0.54101,0.270356,0.0908613,0.0799364
-2.01606,0.175786,0.566711,0.0725194,0.520128,0.0828852,0.108943,0.088101
-2.05181,0.172762,0.640993,0.0426705,0.640008,0.0628871,0.04147,0.0169468
-2.18083,0.274709,0.700376,-0.0359125,0.525146,0.0349705,0.067205,-0.0695705
-2.13417,0.158365,0.668756,0.00667055,0.617065,0.0858809,0.248909,0.102744
-2.12011,0.366239,0.483528,-0.078724,0.441483,0.223711,0.149988,0.195169
-2.13711,0.24442,0.527221,0.151887,0.381584,0.240307,0.24486,0.123492
-2.03398,0.246125,0.538533,0.0840782,0.565402,0.0939432,0.170641,0.24322
-2.0132,0.333327,0.412783,0.2454,0.704604,0.0872965,0.0722133,-0.0789753
-1.95374,0.305772,0.50264,0.162915,0.57316,0.131452,-0.0752693,-0.047817
-1.99665,0.313559,0.44477,0.199286,0.42073,0.17098,0.231366,-0.00543479
-1.84197,0.254539,0.508673,-0.0696679,0.627004,-0.110453,0.0212171,-0.028844
-1.84981,0.195149,0.31993,0.1023,0.599039,-0.00293965,-0.0156295,0.101672
-1.95811,0.355578,0.325553,0.0941843,0.478162,0.125913,0.0907177,-0.000744355
-2.18322,0.191536,0.383809,0.311431,0.725386,0.303686,0.137533,0.150277
-2.08361,0.196806,0.654242,0.113338,0.622733,0.291632,0.155272,0.0353218
-1.84826,0.300079,0.477314,0.127723,0.552477,0.100444,0.0476061,-0.00674855
-2.11321,0.278236,0.51126,0.192652,0.558248,0.189528,0.220376,-0.0394156
-1.93424,0.338493,0.402761,0.106925,0.613613,0.0697156,0.165766,0.155543
-1.94748,0.258239,0.44162,0.09939,0.512116,0.0897329,0.269558,0.158276
-1.9288,0.25981,0.395026,0.092368,0.560028,0.213758,0.237459,0.23457
-1.9735,0.287915,0.512275,0.023448,0.598253,0.196939,0.275641,0.218683
-1.96245,0.16311,0.430467,0.135378,0.605916,0.169898,0.112215,0.0678242
-1.93516,0.299603,0.367944,0.192895,0.540923,0.0542252,-0.0389549,-0.0464045
-2.08202,0.326925,0.575211,0.226724,0.514639,0.0792783,0.0427151,0.031965
-1.97101,0.219808,0.488821,0.157171,0.521244,0.134082,0.0229048,-0.0998405
-1.81688,0.271743,0.389297,0.244859,0.560312,0.121652,0.191943,-0.0551909
-2.01374,0.335405,0.512486,0.206937,0.456134,0.155937,0.283455,0.213971
-2.03398,0.250068,0.563687,-0.0154139,0.611362,0.290987,0.222107,0.26117
-2.03486,0.52261,0.247618,0.217447,0.502317,0.276344,0.237482,0.289216
-2.08522,0.346798,0.390229,0.146967,0.536406,0.116923,0.248275,0.0903675
-2.06033,0.14622,0.578434,0.193172,0.508308,0.121882,0.249763,0.126201
-1.98139,0.308214,0.504997,0.163026,0.524593,0.158111,0.150217,0.0633472
-1.98066,0.212888,0.545619,0.212247,0.551814,0.173316,0.064746,0.15119
-1.85972,0.165445,0.383338,0.152034,0.531811,0.211957,0.226889,0.0830951
-1.99728,0.329499,0.494656,0.110694,0.434607,0.139432,0.134308,0.0484272
-2.07485,0.355001,0.526042,0.0015931,0.607468,0.0912441,0.0531332,-0.00110889
-2.08138,0.182318,0.525862,0.0183005,0.70687,0.135593,0.308346,0.145637
-1.99839,0.436938,0.602509,0.0162631,0.505517,0.165505,0.160552,0.175392
-2.10982,0.291294,0.565688,0.0781023,0.565691,0.106981,0.249603,0.182346
-1.84919,0.205841,0.499493,0.131767,0.606919,0.148607,0.188547,-0.0486965
-2.09689,0.249762,0.533014,0.0819414,0.665656,0.294122,0.199261,0.200184
-2.0916,0.320028,0.537715,0.165616,0.532993,0.293737,0.27847,0.143413
-1.96006,0.312917,0.365461,0.151141,0.517421,0.161362,0.246251,0.154378
-1.93381,0.164338,0.435133,0.109286,0.575,0.0830629,0.0588231,0.0733423
-1.98624,0.196301,0.609812,0.12631,0.524017,0.175739,0.154293,0.0664175
-1.93016,0.169629,0.526276,0.240379,0.501154,0.208275,0.00331493,0.0188531
-1.88965,0.380006,0.493581,0.149951,0.342201,0.151228,0.111994,0.158606
-1.89149,0.296704,0.635481,0.101423,0.36302,0.173942,0.246198,0.0409233
-2.08961,0.202113,0.609186,0.145644,0.510107,0.0815616,-0.0732296,0.00727935
-2.17914,0.203547,0.534761,0.256822,0.572412,0.0636525,0.15645,0.116206
-2.00157,0.237693,0.552562,0.250589,0.482022,-0.0174084,-0.0380171,0.0072352
-2.05019,0.229149,0.542718,0.217422,0.548009,0.204926,0.0210047,-0.0343557
-2.06244,0.277778,0.405082,0.235153,0.606906,0.164158,0.0784873,0.24017
-1.95614,0.321932,0.436348,0.133722,0.538451,0.184086,0.311973,0.100115
-2.05679,0.22863,0.613164,0.26419,0.437598,0.236478,0.261834,0.185136
-2.01127,0.29559,0.511714,0.0667557,0.586446,0.275375,0.345012,0.334915
-2.17241,0.344255,0.419172,0.149308,0.609645,0.148092,0.214862,0.139633
-1.97043,0.270226,0.492335,0.260317,0.554427,0.118156,0.225044,-0.0553989
-2.01947,0.381939,0.422876,0.144036,0.511334,0.102517,0.129283,0.196747
-2.01268,0.306015,0.355744,0.275581,0.678717,0.184376,0.157838,0.219551
-1.99036,0.238578,0.434629,0.188946,0.562475,0.114166,0.252476,0.118356
-2.01145,0.338059,0.542653,0.0513873,0.488795,0.146926,0.158496,0.138483
-1.98137,0.3946,0.323904,0.132572,0.582947,0.0879052,0.190502,0.0714253
-2.0709,0.206225,0.362807,0.0685315,0.722527,0.0496018,0.13332,0.060918
-2.01236,0.362548,0.444831,0.123259,0.615112,0.125277,0.160495,0.110568
-2.0809,0.205239,0.45744,0.17741,0.595835,0.11407,0.0927787,0.0659037
-1.99568,0.322287,0.486439,0.219051,0.510066,0.221858,0.0987018,0.0705615
-1.86158,0.255278,0.439038,0.0660894,0.543655,0.0944021,0.135055,0.13235
-1.93133,0.141493,0.510819,0.0921267,0.547688,0.20101,0.100565,0.106476
-2.04261,0.290249,0.413489,0.121569,0.500453,0.079214,0.255764,0.113804
-2.03345,0.231984,0.478307,0.130725,0.661149,0.261745,0.254919,0.251734
-2.01136,0.247748,0.4013,0.186164,0.621243,0.263378,0.222803,0.152542
-1.98796,0.286324,0.373511,0.106419,0.557128,0.241849,0.26207,0.108293
-2.08255,0.230353,0.536196,0.205074,0.643286,0.175874,0.0390549,0.0673512
-2.0364,0.361672,0.554429,0.191107,0.546853,0.1201,0.0785294,0.0139112
-2.04423,0.358988,0.405297,0.0999351,0.503432,0.124875,0.199344,0.0571551
-1.94173,0.336048,0.49544,0.0679165,0.571431,-0.000752139,-0.00685523,0.117797
-2.01092,0.276227,0.477529,0.0814469,0.53135,-0.0656762,0.111202,0.010664
-2.02406,0.367683,0.433778,0.165389,0.526151,-0.0838094,0.0766637,0.0675476
-2.02332,0.11287,0.574407,0.133572,0.668997,-0.0213443,0.0369022,-0.0850765
-1.97838,0.160601,0.443768,0.228666,0.600342,0.083476,0.134527,0.0188993
-2.04967,0.255674,0.537324,0.174296,0.435285,0.149808,0.127411,0.0483115
-1.91106,0.252021,0.526435,0.145424,0.415126,0.0520432,-0.00610495,-0.0189323
-2.1005,0.20974,0.468302,0.172798,0.598463,0.166536,-0.0278627,0.220189
-2.05022,0.235518,0.519504,0.0351403,0.631735,0.163038,0.347086,0.113923
-1.94445,0.271403,0.552128,0.0483425,0.640353,0.0572702,-0.0155467,-0.0251782
-2.1992,0.20235,0.571744,0.194922,0.630719,0.246716,0.192827,-0.102679
-2.13306,0.262176,0.504321,0.183708,0.667428,0.231245,0.134725,0.262268
-2.13369,0.236813,0.517124,0.198573,0.545978,0.291863,0.173924,0.0946971
-2.15032,0.364142,0.571545,0.226237,0.419638,0.125832,0.127305,0.151602
-2.17522,0.214455,0.620548,0.0739835,0.601271,0.116551,-0.0125538,0.0191371
-2.11976,0.31695,0.618651,0.212306,0.54209,0.123328,0.176639,0.0905606
-2.08526,0.216721,0.464925,0.192815,0.478832,0.0652848,0.235317,0.106874
-2.21156,0.390703,0.422001,0.348727,0.559568,-0.0427322,0.0607621,0.109787
-2.02691,0.382724,0.475064,0.170176,0.516874,-0.020171,0.118717,0.11531
-2.02291,0.340571,0.42143,0.182208,0.661341,0.152508,0.109749,-0.0117426
-2.08814,0.305714,0.534555,0.192681,0.494406,0.14099,0.192056,0.140122
-1.96081,0.364581,0.540951,0.199806,0.428697,0.183201,0.107197,0.0725458
-1.98492,0.263048,0.534436,0.110369,0.546944,0.151776,0.0250238,-0.0410588
-1.79146,0.282448,0.580038,0.103738,0.446582,0.065194,0.0709192,0.127911
-2.05709,0.192492,0.469218,0.321059,0.50552,0.0539561,0.1688,0.10995
-2.08343,0.266798,0.675099,0.196868,0.406607,0.183952,0.100735,0.107644
-2.04878,0.142493,0.625843,0.115308,0.492563,0.0621601,0.10296,0.125149
-2.00278,0.203656,0.504143,0.0375404,0.594173,0.068384,0.0107338,0.0951162
-2.04905,0.290404,0.568229,0.0681631,0.544413,0.213521,0.256584,0.09024
-1.993,0.327234,0.654918,0.0973771,0.536367,0.0413529,-0.0450131,-0.0163844
-2.0032,0.262589,0.513387,0.166609,0.39642,0.0894823,0.254591,0.0470092
-1.95965,0.262399,0.358527,0.0437431,0.77447,0.0447657,0.0447924,0.0532992
-1.94513,0.367888,0.46292,0.141055,0.532488,0.0808425,0.0164415,0.00508336
-2.01646,0.284559,0.446031,0.0913658,0.591865,0.0362116,0.0371925,0.0602063
-1.96728,0.254984,0.536036,0.160851,0.560519,0.0837847,0.166619,-0.00118483
-2.07921,0.3334,0.570726,0.216404,0.537965,0.144463,0.210434,0.190803
-1.78318,0.24921,0.465989,0.119432,0.484995,0.165617,0.14356,0.189786
-2.11984,0.16919,0.423653,0.115634,0.690198,0.0702484,0.119005,0.056811
-1.96131,0.29712,0.392737,0.0568537,0.627631,0.245769,0.137211,-0.0343321
-1.9356,0.26863,0.400839,0.0381083,0.600268,0.225275,0.183692,0.0631215
-2.04123,0.298338,0.37689,0.150769,0.522344,0.209567,0.054803,0.0892159
-1.96527,0.172187,0.554359,0.127518,0.497548,0.191402,0.216982,0.190294
-2.01756,0.353262,0.469666,0.13019,0.537803,0.136511,0.215613,0.123563
-1.90865,0.318111,0.439569,0.094624,0.569264,0.204707,0.199718,0.254274
-2.05524,0.412289,0.407733,0.252338,0.421001,0.203699,0.286142,0.198695
-2.0976,0.348509,0.493597,0.0723531,0.554235,0.192074,0.379251,0.166614
-2.05924,0.512651,0.422687,0.0792223,0.494799,0.206457,0.253258,0.174788
-1.98994,0.396681,0.477203,0.111577,0.445607,0.236519,0.282028,0.090516
-2.12654,0.339402,0.426151,0.252668,0.439608,0.211336,0.295154,0.0580815
-1.81616,0.209981,0.278277,0.169654,0.789614,0.241297,0.18038,0.0254322
