"beta0","beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","beta[6]","beta[7]","zbeta0","zbeta[1]","zbeta[2]","zbeta[3]","zbeta[4]","zbeta[5]","zbeta[6]","zbeta[7]","guess"
-4.01906,0.00617207,0.00079626,0.00016857,0.0005821,0.0759252,-0.059592,-0.286561,-2.05002,0.130805,0.418458,0.120798,0.748249,0.0228166,-0.0247843,-0.137988,0.0142422
-3.96979,0.00628603,0.000712703,0.000133029,0.000493964,-0.0435419,0.0280535,0.104866,-2.03064,0.13322,0.374547,0.095329,0.634957,-0.013085,0.0116675,0.0504963,0.0120159
-4.24959,0.0109608,0.000610098,1.34856e-05,0.000496149,0.582963,0.011652,0.112951,-1.90798,0.232293,0.320625,0.00966383,0.637765,0.175189,0.00484609,0.0543896,0.00181243
-4.43351,0.0108424,0.00077981,9.16694e-05,0.00052052,0.0137818,0.268216,0.14543,-1.8752,0.229784,0.409814,0.0656908,0.669092,0.00414164,0.111551,0.0700288,0.000948824
-4.32826,0.0101421,0.000670954,7.40723e-05,0.000500181,0.0880634,0.204645,0.0602346,-2.004,0.214942,0.352606,0.0530805,0.642949,0.0264643,0.0851118,0.0290048,0.00174022
-4.61189,0.0142272,0.00057363,9.6254e-05,0.000547275,0.0154826,-0.0620375,-0.142028,-1.98765,0.301518,0.30146,0.0689761,0.703484,0.00465276,-0.0258014,-0.068391,0.00776628
-3.82574,0.00752239,0.000730506,0.000203363,0.000420063,-0.0128461,-0.0183298,0.033499,-1.80332,0.159422,0.383903,0.145731,0.539962,-0.00386044,-0.00762337,0.0161308,0.0137654
-4.31587,0.012418,0.00059913,8.99583e-05,0.000490009,-0.00633001,0.179745,-0.165096,-1.89624,0.263175,0.314861,0.0644646,0.629872,-0.00190226,0.0747561,-0.0794989,0.00734526
-4.00634,0.00979276,0.000811337,5.14605e-05,0.000452533,-0.138762,-0.0744438,-0.233154,-1.8767,0.207538,0.426382,0.0368769,0.581701,-0.0416999,-0.0309612,-0.112271,0.00134854
-4.72638,0.0131564,0.000869107,1.23344e-05,0.000493959,0.32561,0.216923,0.0959545,-1.93785,0.278824,0.456742,0.00883889,0.63495,0.0978505,0.0902185,0.046205,0.000674224
-4.2331,0.0101827,0.000725323,5.42165e-05,0.000462076,-0.00866742,0.0745548,0.176105,-1.91824,0.215802,0.381179,0.0388518,0.593967,-0.00260469,0.0310074,0.0847998,0.000509388
-4.47848,0.0114357,0.000873121,7.30892e-06,0.000514089,0.136443,0.14278,-0.202959,-1.99902,0.242356,0.458851,0.00523761,0.660825,0.0410031,0.0593823,-0.0977308,0.00122643
-4.13507,0.00695302,0.00104672,7.05382e-05,0.000448805,-0.164758,0.0828765,0.168501,-1.94439,0.147355,0.550084,0.050548,0.576908,-0.0495121,0.0344684,0.0811383,0.00499006
-3.96425,0.00805961,0.000797866,0.000123259,0.000467414,-0.0286809,-0.048225,-0.221083,-1.93982,0.170808,0.419302,0.0883277,0.600829,-0.00861901,-0.0200568,-0.106458,0.010256
-3.97335,0.00796442,0.000771361,2.4133e-05,0.00055089,-0.121139,-0.0947738,-0.292732,-2.00497,0.16879,0.405373,0.0172938,0.708131,-0.0364042,-0.0394165,-0.140959,0.0199353
-4.78277,0.013634,0.000941996,-1.37835e-05,0.000453264,-0.0917336,0.257341,0.0485012,-2.00366,0.288946,0.495047,-0.00987731,0.58264,-0.0275673,0.107028,0.0233548,0.0137495
-4.11384,0.0107482,0.000813381,-5.75941e-05,0.000452965,-0.0198473,-0.142907,-0.0646959,-1.90355,0.227787,0.427456,-0.0412722,0.582256,-0.00596442,-0.0594349,-0.0311531,0.0140222
-3.73007,0.00496174,0.00106138,-4.67327e-05,0.000490865,-0.269781,-0.036605,-0.195829,-1.95579,0.105154,0.557789,-0.0334888,0.630972,-0.081073,-0.015224,-0.0942974,0.000260274
-3.8379,0.00632314,0.000849658,0.000214211,0.000493394,-0.100569,-0.128771,-0.237506,-1.89406,0.134006,0.446521,0.153505,0.634223,-0.0302223,-0.0535561,-0.114366,0.00408646
-4.35994,0.0124447,0.000643307,0.00019082,0.0004287,0.0127351,-0.111127,-0.0726068,-1.92609,0.263742,0.338077,0.136743,0.551064,0.00382709,-0.0462176,-0.0349624,0.00704063
-4.22522,0.00857129,0.000804382,0.000139787,0.000479396,0.00103453,0.267223,0.183653,-1.8929,0.181651,0.422727,0.100172,0.61623,0.000310891,0.111138,0.0884344,0.00665231
-4.15585,0.0100246,0.000792349,3.61878e-05,0.000495513,-0.28858,-0.312298,-0.149868,-2.01524,0.212451,0.416403,0.0259324,0.636947,-0.0867226,-0.129885,-0.072166,0.00317218
-3.57262,0.00502638,0.000867965,6.52917e-05,0.000505376,-0.0709656,-0.203439,-0.312969,-1.89688,0.106524,0.456141,0.0467884,0.649625,-0.0213262,-0.0846103,-0.150704,0.0159979
-4.27887,0.0104581,0.000814414,4.22032e-05,0.000519793,-0.157225,-0.0142585,-0.224611,-1.98956,0.221638,0.427999,0.030243,0.668158,-0.0472483,-0.0059301,-0.108157,0.00211154
-3.96305,0.00871392,0.000753511,0.000140532,0.000470658,0.359644,0.0536355,-0.315131,-1.85727,0.184674,0.395992,0.100706,0.604999,0.108078,0.0223071,-0.151745,0.00349121
-4.74589,0.0136179,0.000813489,0.000102312,0.000507715,0.229355,0.0831939,-0.163253,-1.99918,0.288604,0.427513,0.0733171,0.652632,0.0689245,0.0346004,-0.0786115,0.0122373
-3.72929,0.0048552,0.000837413,0.000134367,0.000454466,0.00119613,0.0998598,-0.0557115,-1.93274,0.102896,0.440086,0.0962884,0.584185,0.000359454,0.0415317,-0.0268268,0.00864042
-4.49933,0.0121747,0.000644059,0.000194699,0.000483995,-0.0435354,0.0968374,-0.0977976,-1.99617,0.258019,0.338472,0.139522,0.622142,-0.013083,0.0402747,-0.0470925,0.0250531
-4.4208,0.0118369,0.000809786,-5.67236e-05,0.000530775,-0.00633594,0.0361315,-0.384934,-2.08047,0.25086,0.425567,-0.0406484,0.682274,-0.00190404,0.0150271,-0.185357,0.0117248
-4.43029,0.0124944,0.000744632,3.96615e-05,0.000446094,0.411336,0.244932,-0.0379061,-1.87721,0.264794,0.391326,0.0284216,0.573423,0.123612,0.101867,-0.0182529,0.00105473
-3.8894,0.00652016,0.000795633,2.18695e-05,0.000455284,0.191005,0.383345,0.119166,-1.88316,0.138182,0.418129,0.0156718,0.585236,0.0573998,0.159433,0.0573822,0.0106429
-4.95301,0.0133637,0.000767142,0.000150585,0.000488242,0.254321,0.0972306,0.265872,-2.0926,0.283217,0.403156,0.10791,0.627601,0.076427,0.0404383,0.128025,0.00320325
-4.59999,0.0129469,0.000879362,-6.61622e-05,0.000425944,-0.128851,0.301423,0.0298047,-2.01572,0.274384,0.462131,-0.0474122,0.547522,-0.0387215,0.125362,0.0143519,0.0134136
-4.31845,0.010333,0.00078351,9.44991e-05,0.000506783,0.123924,0.185047,0.00998376,-1.88319,0.218988,0.411758,0.0677185,0.651434,0.037241,0.076961,0.00480749,0.000333116
-4.08915,0.0116424,0.000607588,-6.71395e-06,0.000483304,-0.127656,-0.114047,-0.0580798,-1.86738,0.246738,0.319306,-0.00481125,0.621254,-0.0383625,-0.0474324,-0.0279672,3.26283e-05
-3.88115,0.00595705,0.000920223,-2.18129e-05,0.000517078,-0.036229,0.19173,-0.0762735,-1.93969,0.126248,0.483605,-0.0156313,0.664669,-0.0108874,0.0797406,-0.036728,0.00235001
-4.07845,0.00631022,0.000862393,4.47424e-06,0.000534983,0.261367,0.188129,0.015,-2.03978,0.133733,0.453213,0.00320626,0.687684,0.0785446,0.0782429,0.00722294,0.0126716
-4.8085,0.0134221,0.000714151,0.0001895,0.000553074,0.0341964,-0.00206546,-0.114307,-2.06083,0.284454,0.375308,0.135797,0.710939,0.0102765,-0.000859026,-0.0550423,0.00840126
-3.69267,0.00501209,0.000845231,0.000164514,0.00043686,0.0416632,-0.217274,-0.120765,-1.96053,0.106221,0.444194,0.117892,0.561553,0.0125204,-0.0903645,-0.0581519,0.0252327
-4.18291,0.00842057,0.000957126,0.000164632,0.000495099,-0.323439,-0.332886,-0.295686,-2.05396,0.178457,0.502999,0.117976,0.636416,-0.0971982,-0.138447,-0.142382,0.0300987
-4.3292,0.00877588,0.000920596,-2.41353e-05,0.000527293,0.104777,0.0514138,-0.064728,-2.08415,0.185987,0.483801,-0.0172955,0.677798,0.031487,0.021383,-0.0311685,0.0259467
-4.30043,0.00848849,0.00104202,0.000101672,0.00049932,-0.378872,-0.202581,-0.321497,-2.12843,0.179897,0.547614,0.0728588,0.641842,-0.113857,-0.0842536,-0.154811,0.0117741
-4.2329,0.00834244,0.000925639,7.02195e-05,0.00051301,0.429598,0.03945,-0.031295,-1.93322,0.176801,0.486451,0.0503196,0.659439,0.1291,0.0164073,-0.0150695,0.00967251
-4.17167,0.00965003,0.000735265,0.000146577,0.000469304,-0.40516,-0.0048615,-0.095687,-1.98477,0.204513,0.386404,0.105037,0.603258,-0.121756,-0.0020219,-0.0460762,0.00974279
-4.3636,0.00849128,0.000837737,7.19247e-05,0.000558258,0.232944,0.0313488,-0.201302,-2.1452,0.179956,0.440256,0.0515416,0.717602,0.070003,0.013038,-0.0969332,0.0325404
-5.0865,0.0124598,0.00112262,9.5303e-05,0.000529102,0.0534287,0.239239,-0.13605,-2.18271,0.264062,0.58997,0.0682946,0.680124,0.0160561,0.0994996,-0.0655123,0.0392608
-4.89658,0.0107345,0.00105838,0.000117457,0.000471384,0.278136,0.325141,0.191518,-2.11765,0.227496,0.556211,0.08417,0.605932,0.0835839,0.135226,0.0922218,0.031108
-4.24265,0.00663134,0.00101476,1.87814e-05,0.000516644,0.194358,0.225248,-0.115962,-2.10895,0.140538,0.533288,0.0134589,0.66411,0.0584073,0.0936806,-0.055839,0.0410264
-5.16742,0.0183325,0.000542051,5.97498e-05,0.000588613,-0.0870895,0.0427933,-0.0197565,-2.04411,0.38852,0.284864,0.042817,0.756622,-0.0261717,0.0177977,-0.00951338,0.0198413
-4.35864,0.0111519,0.000632276,0.000116475,0.000543881,1.63012e-05,0.0237379,-0.0292826,-1.95329,0.236342,0.33228,0.0834663,0.699121,4.89876e-06,0.0098726,-0.0141005,0.0178797
-4.28158,0.0079279,0.000855896,0.000153787,0.000496546,-0.0027238,0.11854,0.113331,-2.00836,0.168016,0.449799,0.110204,0.638275,-0.000818543,0.0493009,0.0545724,0.0220408
-4.77064,0.0116837,0.000999485,0.000122126,0.000509822,-0.125728,0.0666721,0.0745632,-2.02656,0.247612,0.525259,0.0875161,0.655341,-0.0377832,0.027729,0.0359045,0.0263362
-4.55704,0.00880737,0.0010752,0.000156734,0.000525282,-0.0960011,-0.16081,-0.268892,-2.19611,0.186655,0.565051,0.112316,0.675214,-0.0288497,-0.066881,-0.12948,0.0304613
-4.93019,0.0152789,0.00078045,0.000140134,0.000495549,-0.157731,-0.218363,-0.0391457,-2.07405,0.323806,0.41015,0.100421,0.636994,-0.0474006,-0.0908172,-0.0188498,0.00928874
-4.31915,0.0121134,0.00070247,-8.46595e-05,0.000575264,-0.0341336,-0.129888,-0.245685,-1.9899,0.25672,0.369169,-0.0606674,0.739463,-0.0102576,-0.0540204,-0.118305,0.0137246
-4.45316,0.00942399,0.000891159,0.000186174,0.000493457,-0.0767289,-0.0635663,-0.105297,-2.09698,0.199723,0.468331,0.133413,0.634305,-0.0230582,-0.0264373,-0.0507038,0.00539512
-4.5947,0.0125428,0.000849593,0.000136547,0.000496314,-0.312056,-0.100815,-0.180593,-2.02565,0.26582,0.446487,0.0978506,0.637978,-0.0937775,-0.0419289,-0.0869612,0.0306634
-4.22469,0.0086798,0.000837356,0.000136067,0.000518711,0.161419,-0.136466,-0.168754,-2.01523,0.183951,0.440055,0.0975065,0.666767,0.0485087,-0.0567565,-0.0812603,0.0262543
-4.48908,0.0124477,0.000695674,0.000233164,0.00047732,0.029789,-0.185254,-0.118123,-1.95782,0.263805,0.365598,0.167086,0.613562,0.00895203,-0.0770473,-0.05688,0.00648252
-4.52834,0.0119397,0.000755454,0.000122712,0.000471836,0.1483,0.241813,-0.0179343,-1.95385,0.253038,0.397014,0.0879359,0.606512,0.0445664,0.10057,-0.00863591,0.00919417
-4.54202,0.0109718,0.000946894,1.94128e-05,0.000440904,-0.0814979,0.225729,0.257502,-1.96685,0.232526,0.497621,0.0139113,0.566752,-0.0244913,0.0938808,0.123995,0.0121718
-4.7128,0.0117862,0.000869631,1.7532e-05,0.00050427,0.0879288,0.148705,0.284225,-2.02712,0.249786,0.457017,0.0125635,0.648204,0.0264239,0.0618463,0.136863,0.0225987
-4.38121,0.012063,0.000819236,0.000130323,0.000460757,-0.212369,-0.0488144,-0.208337,-1.92179,0.255651,0.430533,0.0933898,0.592271,-0.0638198,-0.020302,-0.100321,0.00726702
-4.48522,0.0122134,0.000689401,0.000163443,0.000477717,-0.136607,0.101037,-0.0805508,-1.9764,0.258838,0.362301,0.117124,0.614072,-0.0410525,0.0420214,-0.0387877,0.00576479
-4.12565,0.00945815,0.000682666,0.000306641,0.000451665,0.183631,-0.103252,-0.182686,-1.8923,0.200447,0.358762,0.21974,0.580585,0.0551839,-0.0429425,-0.087969,0.0127456
-3.89635,0.00670767,0.000892841,9.38164e-05,0.000490444,0.181244,-0.0320237,-0.242987,-1.92538,0.142156,0.469215,0.0672293,0.630432,0.0544665,-0.0133187,-0.117006,0.00313204
-3.52041,0.00468069,0.000926629,1.16726e-05,0.00049285,-0.177352,-0.165819,-0.335,-1.9031,0.099198,0.486971,0.00836468,0.633525,-0.0532968,-0.0689644,-0.161313,8.52813e-05
-4.16214,0.0093415,0.000933751,7.25075e-05,0.0004965,0.253952,-0.223569,-0.135759,-1.87926,0.197975,0.490714,0.0519592,0.638217,0.0763163,-0.0929826,-0.0653723,0.00545858
-4.48006,0.012181,0.000869317,-2.99043e-05,0.000521688,0.307483,0.0763387,-0.137554,-1.916,0.258151,0.456852,-0.0214296,0.670594,0.092403,0.0317493,-0.0662363,0.00448815
-4.82719,0.012281,0.00087435,0.00017071,0.000611223,-0.100395,-0.0690222,-0.240523,-2.10269,0.260271,0.459497,0.122332,0.785685,-0.0301703,-0.0287064,-0.115819,0.0199744
-4.8888,0.0139134,0.000780158,-8.3831e-05,0.000529267,0.595301,0.0490144,0.124815,-2.11874,0.294867,0.409997,-0.0600737,0.680336,0.178897,0.0203851,0.0601025,0.0254002
-5.11037,0.0154258,0.000952174,-0.00013348,0.000563134,0.51744,0.0971886,0.109992,-2.04586,0.326919,0.500396,-0.0956526,0.72387,0.155498,0.0404208,0.0529645,0.0474526
-4.75331,0.0127219,0.00068049,0.000211686,0.000514135,-0.0262457,0.192303,-0.0521879,-2.0755,0.269614,0.357618,0.151695,0.660886,-0.00788721,0.0799789,-0.0251301,0.0311482
-4.00648,0.00505744,0.000753547,0.000229101,0.000546515,0.0119854,0.306823,0.101884,-1.96901,0.107182,0.396011,0.164175,0.702508,0.00360178,0.127608,0.0490603,0.00208024
-4.3608,0.0125548,0.000704686,0.000139563,0.000460152,-0.0764818,0.138417,-0.10242,-1.83534,0.266073,0.370333,0.100012,0.591493,-0.0229839,0.0575678,-0.0493182,0.00541002
-3.77392,0.00618335,0.000838272,0.000151146,0.000405575,0.17995,-0.186713,-0.098099,-1.93722,0.131044,0.440537,0.108312,0.521338,0.0540776,-0.0776539,-0.0472377,0.0138805
-4.65893,0.011341,0.00100353,-9.35172e-05,0.000547959,0.131258,0.121887,-0.059879,-2.08097,0.240349,0.527383,-0.0670149,0.704364,0.0394451,0.0506927,-0.0288336,0.0156133
-4.12846,0.00866668,0.000643179,0.000164871,0.000509616,0.271731,0.0534345,-0.197922,-2.01484,0.183673,0.33801,0.118147,0.655077,0.0816591,0.0222235,-0.0953055,0.0135145
-4.45266,0.0109264,0.000758539,0.000124696,0.000500753,-0.326144,-0.229882,-0.0353189,-2.10988,0.231564,0.398635,0.089358,0.643684,-0.0980111,-0.095608,-0.0170071,0.00850471
-4.1768,0.0107129,0.000744843,0.000190437,0.0004418,-0.0579959,-0.119022,-0.205774,-1.89601,0.227038,0.391437,0.136468,0.567903,-0.0174286,-0.0495012,-0.0990866,0.00742109
-4.25196,0.0109971,0.000591252,0.000181682,0.000512457,-0.233768,-0.0268181,-0.148646,-1.95943,0.233062,0.31072,0.130194,0.658728,-0.0702506,-0.0111536,-0.0715776,0.0141052
-4.40629,0.0105887,0.000701442,0.000157896,0.000585545,0.278733,-0.0762164,-0.204478,-1.98771,0.224406,0.368629,0.113149,0.752677,0.0837633,-0.0316984,-0.0984625,0.0254313
-3.88512,0.00860785,0.000772693,6.73157e-05,0.000423985,-0.228355,-0.169733,-0.228663,-1.96305,0.182426,0.406073,0.0482388,0.545003,-0.0686239,-0.0705919,-0.110108,0.00720773
-4.16802,0.0100812,0.000933935,0.000193023,0.000357334,-0.0656068,-0.307075,-0.196159,-1.94552,0.21365,0.490811,0.138321,0.459328,-0.0197158,-0.127713,-0.0944564,0.00337789
-4.11701,0.00816931,0.000967614,2.30228e-05,0.000421417,0.0411209,-0.0790108,-0.102256,-2.03685,0.173132,0.50851,0.0164982,0.541703,0.0123574,-0.0328606,-0.0492396,0.0121265
-4.20482,0.0103789,0.000783609,-6.411e-05,0.000511378,-0.215841,-0.0280361,-0.160906,-2.02436,0.219961,0.41181,-0.0459415,0.657341,-0.0648632,-0.0116602,-0.0774811,0.00615279
-4.57117,0.0108035,0.000937444,-2.85008e-05,0.000556489,0.0302195,0.0563999,0.0305282,-2.0343,0.228959,0.492655,-0.0204238,0.715328,0.00908139,0.0234567,0.0147003,0.00145725
-4.66381,0.0140245,0.000728556,1.88811e-05,0.000515265,-0.122127,0.0540504,0.029469,-1.96444,0.297221,0.382878,0.0135303,0.662338,-0.0367011,0.0224796,0.0141902,0.0109742
-4.36345,0.0121068,0.000651161,-1.30672e-05,0.000528633,0.25634,0.0684208,-0.0491723,-1.92816,0.25658,0.342205,-0.00936401,0.679521,0.0770339,0.0284563,-0.023678,0.007961
-3.94351,0.00531619,0.000836738,0.000168882,0.000483242,0.245372,0.263744,-0.0590877,-1.97815,0.112666,0.439731,0.121022,0.621175,0.0737379,0.109691,-0.0284525,0.00235234
-4.40304,0.00965949,0.000843554,9.29689e-05,0.000452997,0.138134,0.0078392,0.116502,-2.0572,0.204714,0.443313,0.0666219,0.582296,0.0415113,0.00326033,0.056099,0.0104993
-4.4649,0.01092,0.000807292,0.000145027,0.000486511,0.0837784,0.0891121,0.0193687,-1.95432,0.231428,0.424256,0.103927,0.625376,0.0251766,0.0370618,0.00932663,0.00889461
-4.37718,0.0104715,0.000644645,0.00013117,0.000517082,0.17529,0.0968037,-0.1226,-2.05612,0.221922,0.33878,0.0939969,0.664673,0.0526772,0.0402607,-0.0590356,0.0184446
-4.60395,0.00889556,0.00105471,9.01772e-05,0.000530756,0.215128,0.0411723,-0.00105095,-2.1198,0.188524,0.55428,0.0646215,0.68225,0.064649,0.0171236,-0.000506066,0.0272807
-4.78886,0.0121949,0.000878523,9.88799e-05,0.00046206,0.275176,0.388277,0.0898368,-2.03731,0.258446,0.46169,0.0708578,0.593947,0.0826944,0.161484,0.0432592,0.0120439
-4.39792,0.0108838,0.000717924,0.000147298,0.000512787,0.0518696,-0.172012,-0.00906197,-1.99932,0.230661,0.377291,0.105554,0.659152,0.0155876,-0.0715399,-0.00436362,0.0260028
-4.20125,0.0104468,0.000699378,6.76913e-05,0.000549704,0.215853,-0.292296,-0.184159,-1.95687,0.221399,0.367544,0.0485079,0.706607,0.0648671,-0.121566,-0.0886781,0.0196866
-4.43777,0.0121139,0.000716935,5.57291e-05,0.000498729,0.205619,-0.0665433,-0.152193,-2.00592,0.256731,0.376771,0.0399357,0.641082,0.0617916,-0.0276754,-0.0732855,0.00856879
-3.84336,0.00757418,0.000683326,0.000143334,0.00043014,0.0923974,0.0618563,0.0493042,-1.85156,0.16052,0.359108,0.102714,0.552916,0.0277668,0.0257261,0.0237415,0.00624965
-4.39615,0.0121817,0.000804507,0.000132302,0.00043775,-0.141844,-0.0234468,-0.142917,-1.92351,0.258166,0.422792,0.0948081,0.562698,-0.0426263,-0.00975152,-0.0688187,0.0209468
-4.20578,0.00909551,0.000736948,9.35333e-05,0.00052655,0.310827,0.082843,0.0686455,-1.90108,0.192761,0.387288,0.0670264,0.676843,0.093408,0.0344544,0.0330549,0.0030591
-4.01039,0.00685606,0.00086565,0.000120202,0.000447847,0.108577,0.199352,0.147715,-1.88621,0.145301,0.454925,0.0861375,0.575676,0.0326291,0.0829107,0.0711294,9.16998e-05
-4.29958,0.00774417,0.000960799,0.000106421,0.000504253,0.331407,0.106452,0.0159168,-1.99809,0.164122,0.504929,0.0762618,0.648182,0.0995926,0.0442735,0.00766445,0.0055519
-4.83699,0.0136214,0.00085821,5.73944e-05,0.000468023,-0.0075922,0.0675989,-0.0314696,-2.11488,0.288679,0.451015,0.0411291,0.601611,-0.00228157,0.0281144,-0.0151536,0.0129109
-4.73716,0.0127362,0.000799873,0.000313968,0.000409753,0.0223543,0.05257,-0.0500022,-2.03385,0.269918,0.420357,0.224991,0.526709,0.0067178,0.0218639,-0.0240776,0.0307726
-4.69915,0.0136687,0.000923114,2.31994e-05,0.000485494,-0.274646,-0.0287283,-0.195607,-2.0364,0.289682,0.485124,0.0166248,0.624069,-0.0825352,-0.0119481,-0.094191,0.011831
-3.93128,0.00895482,0.000613934,3.86733e-05,0.000540517,-0.173656,-0.236636,-0.238306,-1.9936,0.18978,0.322641,0.0277135,0.694797,-0.0521862,-0.0984171,-0.114752,3.72424e-05
-4.18674,0.0111341,0.000603693,-3.17881e-05,0.000588994,0.00948942,0.088972,-0.091852,-1.874,0.235965,0.317259,-0.0227795,0.757111,0.00285171,0.0370035,-0.0442295,0.0137093
-4.03341,0.00881013,0.000634981,0.000116669,0.000544922,-0.203998,0.146059,-0.146781,-1.91515,0.186713,0.333701,0.0836057,0.700459,-0.0613044,0.0607459,-0.0706797,0.00388558
-4.11768,0.00965524,0.000746219,-1.74381e-05,0.000506641,-0.198658,-0.185378,-0.0845198,-2.01959,0.204624,0.392161,-0.0124962,0.651252,-0.0596997,-0.0770987,-0.0406989,0.0162006
-4.50759,0.00949325,0.000921987,0.000173655,0.000511541,0.281772,-0.00390877,0.0715382,-1.99523,0.20119,0.484532,0.124442,0.657551,0.0846765,-0.00162566,0.0344478,0.00214996
-4.06709,0.00917302,0.000828448,-4.02795e-05,0.000430546,0.169592,0.22935,-0.0934238,-1.93764,0.194404,0.435374,-0.0288645,0.553437,0.0509649,0.0953868,-0.0449864,0.00620489
-3.64054,0.00499595,0.000702604,3.58231e-05,0.000516704,-0.102757,-0.116483,-0.0268498,-1.98355,0.105879,0.36924,0.025671,0.664188,-0.0308799,-0.0484452,-0.012929,0.00489458
-3.87925,0.00530398,0.000966367,-2.58371e-06,0.000534464,0.120103,-0.11171,0.0501,-1.94432,0.112407,0.507855,-0.0018515,0.687016,0.0360927,-0.0464603,0.0241247,0.0060958
-3.81049,0.0050421,0.000738738,0.000189709,0.000472063,-0.0833563,0.217998,-0.0789633,-1.99727,0.106857,0.388229,0.135947,0.606805,-0.0250498,0.0906656,-0.0380233,0.018686
-4.25485,0.00760638,0.000896825,0.000154873,0.000464919,0.275426,0.178324,-0.0396079,-2.03545,0.161202,0.471308,0.110983,0.597621,0.0827695,0.0741651,-0.0190724,0.0195896
-4.3503,0.0094798,0.000901561,6.37044e-05,0.000508434,0.0322082,0.200759,-0.192922,-2.01879,0.200905,0.473798,0.0456509,0.653556,0.00967902,0.0834956,-0.0928978,0.0259835
-4.49122,0.0113174,0.000869482,8.81369e-06,0.000471148,0.0942247,0.407195,0.0742301,-1.91995,0.23985,0.456939,0.00631594,0.605629,0.0283159,0.169353,0.0357441,0.00135843
-4.44594,0.0103223,0.000713725,0.000136839,0.000506583,0.0255859,0.267912,0.0935599,-1.99403,0.218761,0.375084,0.0980594,0.651177,0.00768894,0.111425,0.0450519,0.00119113
-4.04482,0.0103571,0.000629542,5.80924e-05,0.000494275,0.00200828,-0.185481,-0.0885529,-1.89764,0.219499,0.330843,0.0416293,0.635356,0.000603518,-0.0771418,-0.0426409,0.00798955
-4.10252,0.00780147,0.000747816,0.000166229,0.000547306,0.468967,-0.205179,-0.149872,-1.97849,0.165337,0.393,0.119121,0.703524,0.140931,-0.0853342,-0.0721679,0.00946521
-4.18175,0.00804126,0.000760859,0.000120836,0.000520224,0.350352,-0.13524,0.00441656,-2.02763,0.170419,0.399854,0.0865914,0.668712,0.105286,-0.0562463,0.00212671,0.0357349
-4.68737,0.0127842,0.00078658,0.000137336,0.000525254,-0.133476,-0.0252555,-0.21862,-2.08555,0.270935,0.413371,0.0984158,0.675178,-0.0401116,-0.0105038,-0.105272,0.0366756
-4.53176,0.0103539,0.000901959,9.37064e-05,0.000561398,-0.175496,-0.0768356,-0.174885,-2.09704,0.21943,0.474006,0.0671505,0.721638,-0.0527391,-0.031956,-0.0842124,0.00541562
-4.4968,0.0135041,0.000786591,0.000125454,0.000393275,-0.0939323,-0.196854,0.0133727,-1.9274,0.286193,0.413377,0.0899009,0.505528,-0.028228,-0.0818719,0.00643935,0.00454545
-4.17527,0.00920122,0.000745532,0.000155969,0.000474313,-0.118699,0.0731919,-0.118511,-1.97853,0.195002,0.391799,0.111768,0.609697,-0.0356707,0.0304405,-0.0570665,0.00513428
-4.56941,0.0119216,0.000935879,6.17584e-05,0.000475231,0.130763,0.0568781,-0.011009,-1.94186,0.252654,0.491832,0.0442563,0.610877,0.0392961,0.0236556,-0.00530119,0.00690084
-4.35622,0.0113857,0.000812759,0.000113143,0.000501222,-0.00641446,-0.0485522,-0.147499,-1.89891,0.241297,0.427129,0.0810788,0.644287,-0.00192764,-0.0201929,-0.0710255,0.00531063
-3.74366,0.00590642,0.00100782,2.0722e-05,0.000388553,-0.252471,-0.0426264,-0.033111,-1.91425,0.125175,0.529639,0.0148495,0.499459,-0.0758712,-0.0177283,-0.015944,0.00530213
-4.36677,0.0116936,0.000715602,7.09501e-05,0.0005026,0.0252735,-0.175252,-0.0957587,-1.98716,0.247822,0.37607,0.0508432,0.646057,0.00759507,-0.0728874,-0.0461107,0.00726784
-4.43165,0.0120193,0.000668225,6.53137e-05,0.000506963,0.0506254,-0.0665767,-0.169013,-2.05224,0.254725,0.351172,0.0468041,0.651666,0.0152137,-0.0276893,-0.081385,0.00770531
-3.99877,0.00701062,0.000693319,0.000127092,0.000584815,-0.0072893,0.0659213,-0.059691,-1.94365,0.148576,0.36436,0.0910748,0.751739,-0.00219054,0.0274167,-0.028743,0.00834348
-4.2998,0.00947973,0.00089022,0.000126176,0.000530282,-0.251359,0.0290476,-0.313387,-2.01465,0.200904,0.467837,0.0904186,0.68164,-0.075537,0.0120809,-0.150905,0.0063867
-4.0849,0.0090038,0.000684492,0.000196207,0.000472928,-0.151777,-0.160025,-0.00730225,-1.94172,0.190818,0.359721,0.140603,0.607916,-0.0456113,-0.0665546,-0.00351626,0.000633616
-4.37338,0.0112915,0.000716606,6.3736e-05,0.000515849,0.225796,0.0609651,-0.0187042,-1.92615,0.2393,0.376598,0.0456735,0.663088,0.067855,0.0253554,-0.00900664,0.0042541
-4.10287,0.00872967,0.000723545,-3.27801e-06,0.000563952,-0.0996155,0.0257275,-0.030198,-1.96909,0.185008,0.380245,-0.00234904,0.724922,-0.0299359,0.0107001,-0.0145413,0.00623518
-4.70486,0.0136936,0.000674442,8.41625e-05,0.000499063,0.179695,0.0583709,-0.0778682,-2.05953,0.290208,0.354439,0.0603113,0.641512,0.054001,0.0242765,-0.0374959,0.0127253
